Point1,Point2,ActualCost
C,B,1.5174211000000002
A,C,6.1265989
B,C,27.5245999
B,A,28.041406899999995
C,A,1.4700274
A,B,3.1031720000000003
C,B,1.3438375
A,C,16.3750085
B,C,27.4086191
B,A,28.253246
C,A,1.4068923999999998
A,B,3.4582033
C,B,1.3465994
A,C,7.173242
B,C,27.465298800000003
B,A,27.6097111
C,A,1.6623465
A,B,4.1744125
C,B,1.3911438
A,C,7.5125095
B,C,27.106817
B,A,26.865500399999995
C,A,1.4204025
A,B,3.8659508999999996
C,B,1.4230177
A,C,9.799038099999999
B,C,28.0639561
B,A,29.0758608
C,A,1.414283
A,B,3.5478338
C,B,1.4432865
A,C,13.9213243
B,C,29.0452958
B,A,27.423582899999996
C,A,1.3433509
A,B,4.524039
C,B,1.4671738
A,C,11.3260335
B,C,29.720971399999996
B,A,28.7171496
C,A,1.7215223999999998
A,B,2.9767892999999996
C,B,1.3999495000000002
A,C,11.0940988
B,C,28.1215488
B,A,29.566999
C,A,1.3403713
A,B,3.9936949
C,B,1.414569
A,C,18.1550337
B,C,27.6782689
B,A,28.1297704
C,A,1.346135
A,B,4.2413152
C,B,1.3317704
A,C,8.8309862
B,C,28.0548855
B,A,27.115864799999997
C,A,1.4189878999999999
A,B,3.9353831
C,B,1.3994946000000001
A,C,13.1097769
B,C,27.4919063
B,A,27.0201993
C,A,1.4810332
A,B,3.1239633
C,B,1.4804815
A,C,13.0857896
B,C,27.5334582
B,A,27.9300919
C,A,1.3932935
A,B,4.2335970000000005
C,B,1.4038233999999998
A,C,7.0010895
B,C,27.7066186
B,A,28.9805414
C,A,1.3470030000000002
A,B,3.6719606
C,B,1.4684678999999998
A,C,8.259840299999999
B,C,29.5050657
B,A,26.727514199999998
C,A,1.3470141000000002
A,B,3.1629194
C,B,1.3462117
A,C,7.2811663
B,C,27.5993445
B,A,27.589575
C,A,1.3520174999999999
A,B,3.4774763999999996
C,B,1.406519
A,C,11.4064957
B,C,27.4878653
B,A,27.1515966
C,A,1.3967682
A,B,3.6156582000000004
C,B,1.3508063999999997
A,C,11.115413900000002
B,C,31.1605897
B,A,26.985341100000003
C,A,1.347432
A,B,3.4784999
C,B,1.427701
A,C,6.4150425
B,C,27.1172725
B,A,27.0848758
C,A,1.3608646999999998
A,B,4.1690466
C,B,1.3453149
A,C,5.7167981
B,C,28.5113686
B,A,27.5239641
C,A,1.3455312
A,B,4.687418599999999
C,B,1.4121758999999998
A,C,5.3733033
B,C,27.950161600000005
B,A,29.8635008
C,A,1.4104241000000002
A,B,4.6310609
C,B,1.3486265
A,C,7.658351
B,C,32.8718413
B,A,27.1244718
C,A,1.3421087
A,B,4.4305906
C,B,1.4796456
A,C,6.212373599999999
B,C,28.0673648
B,A,27.2114468
C,A,1.3919778999999999
A,B,3.0569517999999998
C,B,1.4873003999999999
A,C,9.057155400000001
B,C,28.1572691
B,A,27.8911838
C,A,1.3452124
A,B,3.8584924
C,B,1.4133069
A,C,10.340110699999999
B,C,27.4436664
B,A,27.509131899999996
C,A,1.4012787
A,B,4.3208855
C,B,1.4028065
A,C,13.9548845
B,C,28.2514111
B,A,27.6406217
C,A,1.4209764
A,B,3.43031
C,B,1.4131339
A,C,7.4963916
B,C,28.8427475
B,A,27.327032199999998
C,A,1.3456582000000001
A,B,3.8042152
C,B,1.4735023
A,C,7.5623557
B,C,28.1755712
B,A,27.156195899999997
C,A,1.3490536
A,B,3.931668
C,B,1.4904995
A,C,4.8770022
B,C,28.6786265
B,A,27.1378636
C,A,1.3352598999999998
A,B,3.2929906000000004
C,B,1.4083649
A,C,11.1959244
B,C,27.047545500000002
B,A,28.564627299999998
C,A,1.6623711
A,B,3.5615053999999997
C,B,1.3460235
A,C,11.015281199999999
B,C,27.3903501
B,A,29.5900903
C,A,1.4083236
A,B,3.6087272
C,B,1.691489
A,C,10.801605300000002
B,C,27.9562104
B,A,27.279561600000005
C,A,1.4029357
A,B,3.5732129
C,B,1.6928559
A,C,10.6002914
B,C,28.2548192
B,A,28.0804647
C,A,1.3408753999999998
A,B,3.5818547999999995
C,B,1.4241831
A,C,7.825249900000001
B,C,29.0834521
B,A,27.286145399999995
C,A,1.7529405
A,B,3.5074688999999997
C,B,1.3512057
A,C,14.843047
B,C,28.0177781
B,A,28.7745111
C,A,1.4341369
A,B,3.9222737000000003
C,B,1.3429733999999998
A,C,4.9590544
B,C,27.7568939
B,A,26.9514776
C,A,1.3574101
A,B,3.9311504
C,B,1.3467214
A,C,7.3172772
B,C,27.6661315
B,A,27.291803700000003
C,A,1.4084
A,B,4.0113976
C,B,1.4167145
A,C,8.0649887
B,C,28.449692699999996
B,A,28.284768699999997
C,A,1.4230408
A,B,3.4307351
C,B,1.3452818000000002
A,C,10.6474449
B,C,27.7641205
B,A,27.5664937
C,A,1.4027062
A,B,3.4587415999999997
C,B,1.3506971
A,C,6.6122024
B,C,28.6823091
B,A,27.572545399999996
C,A,1.4978003999999998
A,B,4.9258123
C,B,1.3632028999999999
A,C,8.7479823
B,C,27.2809042
B,A,27.3563532
C,A,1.3374101
A,B,2.8047511
C,B,1.4076121
A,C,10.321582300000001
B,C,29.7190956
B,A,27.6376012
C,A,1.4199628999999998
A,B,3.556003
C,B,1.3996289
A,C,5.9914165
B,C,28.1105847
B,A,27.5438604
C,A,1.3386651000000003
A,B,4.0577809
C,B,1.5796129
A,C,7.9189273
B,C,29.0870891
B,A,27.833994399999995
C,A,1.4064124
A,B,3.2548852
C,B,1.3518696
A,C,6.5261331
B,C,27.1491862
B,A,27.306344
C,A,1.403817
A,B,3.8312739000000002
C,B,1.3355266000000001
A,C,6.4881085999999994
B,C,29.4371627
B,A,28.283742600000004
C,A,1.4139814
A,B,3.7063653
C,B,1.3512465
A,C,6.091683799999999
B,C,28.1140667
B,A,27.6399101
C,A,1.3975551000000002
A,B,4.055199299999999
C,B,1.4151247
A,C,5.1388382
B,C,27.654574699999998
B,A,26.9053829
C,A,1.3361197
A,B,3.4832287
C,B,1.3492514
A,C,10.1903904
B,C,27.4227349
B,A,27.0538761
C,A,1.3461081
A,B,4.0196404
C,B,1.3990978
A,C,10.1708476
B,C,27.730652600000003
B,A,27.0638309
C,A,1.5508046999999998
A,B,3.1154525
C,B,1.4006192
A,C,11.169738800000001
B,C,28.8590925
B,A,27.8476162
C,A,1.3996005
A,B,3.0972652000000003
C,B,1.4040902
A,C,11.014082499999999
B,C,27.2932373
B,A,27.424419699999998
C,A,1.404633
A,B,2.9718789
C,B,1.3585636
A,C,12.5180048
B,C,27.906092
B,A,28.5175125
C,A,1.3488898
A,B,2.9951657000000003
C,B,1.5405243999999998
A,C,11.281192599999999
B,C,27.908936199999996
B,A,28.0675668
C,A,1.4635481
A,B,3.2251643
C,B,1.4898038
A,C,7.7489683
B,C,27.7914586
B,A,28.568200800000003
C,A,1.3475318
A,B,3.3789705999999997
C,B,1.4287413999999998
A,C,5.6620612999999995
B,C,27.7363879
B,A,27.120776199999998
C,A,1.4251256
A,B,4.8670717
C,B,1.4950322
A,C,6.9900713
B,C,26.9401174
B,A,27.418812
C,A,1.4157646000000002
A,B,3.687582
C,B,1.4265783
A,C,6.986836
B,C,27.8614355
B,A,26.8130082
C,A,1.3385261999999998
A,B,3.7450222
C,B,1.3472585
A,C,6.007943
B,C,27.5664388
B,A,26.645850899999996
C,A,1.3421401000000002
A,B,3.7367216
C,B,1.4030517
A,C,5.3369601
B,C,27.9613693
B,A,26.840262899999995
C,A,1.4080018
A,B,3.8807137000000003
C,B,1.3482778
A,C,9.1897957
B,C,27.4880361
B,A,27.7565178
C,A,1.4042118000000001
A,B,3.6801083
C,B,1.4055213
A,C,8.3306655
B,C,27.4346438
B,A,28.136480699999996
C,A,1.3494803999999998
A,B,4.1804574
C,B,1.3967584
A,C,6.7548782
B,C,29.1870571
B,A,28.747156
C,A,1.3450864
A,B,3.7941537000000003
C,B,1.4124863
A,C,5.573247900000001
B,C,26.8293985
B,A,26.9969909
C,A,1.4244545
A,B,3.6870138
C,B,1.3509081
A,C,6.5466074
B,C,27.0144872
B,A,27.200088
C,A,1.4146203000000002
A,B,3.0994664
C,B,1.4097852
A,C,5.2337568
B,C,27.362429700000003
B,A,27.2995619
C,A,1.4081036
A,B,3.1195449
C,B,1.4916546
A,C,6.3465761
B,C,26.7515418
B,A,27.997645000000002
C,A,1.4818497
A,B,3.5419011
C,B,1.4877457
A,C,7.684844099999999
B,C,27.9503375
B,A,27.1172148
C,A,1.4197652
A,B,3.529403
C,B,1.4071559999999999
A,C,6.5648308
B,C,27.271925699999997
B,A,28.3183502
C,A,1.4239081
A,B,3.3966574
C,B,1.3561040000000002
A,C,7.122366
B,C,28.0209107
B,A,26.8375172
C,A,1.4180419
A,B,3.4325363
C,B,1.3444543
A,C,6.6859329
B,C,26.8493281
B,A,27.287068100000003
C,A,1.3465113000000002
A,B,3.5570966
C,B,1.3997696000000002
A,C,12.311901400000002
B,C,27.2731968
B,A,27.337417900000002
C,A,1.3571434
A,B,3.0557363
C,B,1.400488
A,C,5.7474175
B,C,28.345813300000003
B,A,26.9385108
C,A,1.3427281
A,B,2.7468589
C,B,1.4268253
A,C,7.1944077
B,C,27.4253768
B,A,26.902222100000003
C,A,1.4214784
A,B,3.2449405
C,B,1.3474657
A,C,5.634924099999999
B,C,27.3766289
B,A,27.6751814
C,A,1.3459398
A,B,3.4449049
C,B,1.3619282
A,C,10.1132101
B,C,26.9156646
B,A,26.7709011
C,A,1.3542094999999998
A,B,2.8722043
C,B,1.4834152
A,C,5.0669315
B,C,26.7744016
B,A,27.5022547
C,A,1.4104785
A,B,3.2868182999999997
C,B,1.4184729
A,C,4.5666001
B,C,27.4358915
B,A,27.0778037
C,A,1.4265629
A,B,3.6202025
C,B,1.3446924999999998
A,C,8.420885
B,C,27.656959
B,A,27.2441655
C,A,1.4240881
A,B,2.9756537
C,B,1.3444415
A,C,5.8839679
B,C,27.8250239
B,A,28.635717699999997
C,A,1.4069681
A,B,2.9363775
C,B,1.4832402
A,C,6.0207587
B,C,27.242709
B,A,27.255250300000004
C,A,1.7016142
A,B,2.8101435
C,B,1.3482906000000001
A,C,4.9717002
B,C,26.8261322
B,A,27.1028469
C,A,1.4164428
A,B,4.4870667
C,B,1.4117368000000001
A,C,5.362499400000001
B,C,28.610054700000003
B,A,27.0851201
C,A,1.4046238000000002
A,B,2.7163459
C,B,1.3995661
A,C,4.5715202
B,C,28.599841700000002
B,A,27.0966474
C,A,1.4179694999999999
A,B,3.6200053999999997
C,B,1.3503898
A,C,4.1039124
B,C,27.4596455
B,A,27.3454083
C,A,1.348139
A,B,3.3953718
C,B,1.4247669
A,C,4.7716131
B,C,27.422284
B,A,27.4185129
C,A,1.3463532
A,B,3.9030556000000005
C,B,1.400937
A,C,4.9139761
B,C,27.274254
B,A,29.0454342
C,A,1.4055042
A,B,2.9124157000000004
C,B,1.5750921
A,C,5.7553778
B,C,27.5906318
B,A,27.8259558
C,A,1.6465052
A,B,2.2453431
C,B,1.344805
A,C,4.7352735
B,C,27.3262354
B,A,27.2522805
C,A,1.4045348999999998
A,B,3.9114931000000004
C,B,1.4138933999999999
A,C,7.5902036
B,C,27.958238800000004
B,A,27.195651899999998
C,A,1.3359328000000001
A,B,3.3164443
C,B,1.3938285
A,C,5.7214465
B,C,27.553256899999997
B,A,27.2621061
C,A,1.3475078
A,B,3.6913197999999996
C,B,1.406331
A,C,6.796728999999999
B,C,26.824834
B,A,27.0397058
C,A,1.422955
A,B,3.8613545
C,B,1.5280508
A,C,5.4371483
B,C,27.442014500000003
B,A,26.906740999999997
C,A,1.3543721000000002
A,B,3.4868402
C,B,1.4017793
A,C,7.1109833
B,C,26.872141100000004
B,A,27.2160543
C,A,1.5329184
A,B,3.6738236000000004
C,B,1.4440159
A,C,5.363182900000001
B,C,26.979882399999997
B,A,27.383477399999997
C,A,1.4084219
A,B,3.8030097
C,B,1.4172488
A,C,8.7935479
B,C,26.9872828
B,A,27.3113197
C,A,1.3961988
A,B,2.8732818
C,B,1.4028627
A,C,7.481635099999999
B,C,27.1077693
B,A,28.552051000000002
C,A,1.5407328000000002
A,B,2.9974012
C,B,1.4004861000000002
A,C,7.1320845
B,C,28.531767300000002
B,A,27.014590899999998
C,A,1.41455
A,B,3.9425265
C,B,1.34046
A,C,4.7642602
B,C,27.1711147
B,A,27.5079069
C,A,1.4024304
A,B,3.4237381
C,B,1.4036898000000002
A,C,6.0646287
B,C,27.0364156
B,A,27.4220899
C,A,1.3468621
A,B,2.994209
C,B,1.4158417
A,C,7.3515851
B,C,27.3605367
B,A,27.541921
C,A,1.4244303
A,B,3.9259837999999996
C,B,1.398091
A,C,6.5684234
B,C,26.8370757
B,A,27.819562100000006
C,A,1.399489
A,B,2.7808314
C,B,1.41772
A,C,6.177479
B,C,27.7475314
B,A,27.5153185
C,A,1.3625015
A,B,5.0530094000000005
C,B,1.3453111999999998
A,C,4.8786889
B,C,27.3560363
B,A,27.306020899999996
C,A,1.3475555000000001
A,B,3.0557417
C,B,1.4057131999999999
A,C,5.5193178
B,C,27.6365163
B,A,26.9910915
C,A,1.3559468000000001
A,B,3.3929076
C,B,1.3453556
A,C,6.2625886
B,C,27.3513157
B,A,27.426912100000003
C,A,1.3994654
A,B,3.2432749
C,B,1.4194653999999998
A,C,5.5164458
B,C,27.39542
B,A,26.9443858
C,A,1.4065762
A,B,2.7823990000000003
C,B,1.3429518
A,C,7.430378599999999
B,C,27.3640554
B,A,27.1844288
C,A,1.3968271
A,B,4.1215989
C,B,1.3410082
A,C,7.7654224
B,C,27.8409438
B,A,27.4057239
C,A,2.2805162999999995
A,B,2.9965251
C,B,1.3451193000000001
A,C,8.0911771
B,C,27.0571974
B,A,27.26292
C,A,1.4269431
A,B,3.5098256
C,B,1.4251243
A,C,9.2761731
B,C,27.551133
B,A,27.3292294
C,A,1.3472249
A,B,3.9982796
C,B,1.4593622
A,C,7.3452058
B,C,28.205991700000002
B,A,28.540979200000002
C,A,1.4677622
A,B,3.6018939
C,B,1.3542881000000002
A,C,8.0523724
B,C,27.7189994
B,A,27.4243985
C,A,1.4013657
A,B,3.2045543999999997
C,B,1.3597963
A,C,7.5827333
B,C,27.270435499999998
B,A,26.5695804
C,A,1.4623616
A,B,2.8721291
C,B,1.6369268
A,C,7.7175378
B,C,27.6172054
B,A,27.6952632
C,A,1.4035438
A,B,3.9851342
C,B,1.3461543
A,C,8.7126435
B,C,28.3467407
B,A,27.9521343
C,A,1.4588915
A,B,3.498158
C,B,1.4028515
A,C,4.9354064
B,C,27.131110999999997
B,A,27.1974605
C,A,1.4097258
A,B,3.0235507
C,B,1.3476957
A,C,11.567198
B,C,27.9850219
B,A,27.948533500000003
C,A,1.348192
A,B,3.6765772000000005
C,B,1.4283952
A,C,6.100611499999999
B,C,27.3583447
B,A,27.1824537
C,A,1.4089484
A,B,3.1332809
C,B,1.3441492
A,C,5.8240578
B,C,27.2301367
B,A,27.2187027
C,A,1.3421531
A,B,3.7409337999999996
C,B,1.4141033
A,C,5.3376124
B,C,27.2074201
B,A,27.6862065
C,A,1.4159049
A,B,3.0386506
C,B,1.3438569
A,C,6.9732447
B,C,27.422566200000002
B,A,26.9660412
C,A,1.4016946
A,B,3.5233241
C,B,1.4648339
A,C,5.5993791
B,C,27.4077517
B,A,27.862889399999997
C,A,1.4131773
A,B,3.8675967000000004
C,B,1.4146747
A,C,5.5052252
B,C,26.8917932
B,A,27.7035325
C,A,1.3427207
A,B,2.9317987000000003
C,B,1.3687985
A,C,5.7654945
B,C,26.8776505
B,A,26.8244548
C,A,1.3519954
A,B,3.5961157999999998
C,B,1.3445364
A,C,5.3820621
B,C,26.9431489
B,A,26.8885155
C,A,1.3453907
A,B,3.5180113
C,B,1.5579258999999999
A,C,6.1627916
B,C,26.7707333
B,A,26.9160001
C,A,1.4215185
A,B,3.7367133000000003
C,B,1.4156303999999997
A,C,4.825123400000001
B,C,27.9841963
B,A,27.3787401
C,A,1.346124
A,B,3.6877666
C,B,1.464109
A,C,4.9390000999999994
B,C,27.6727338
B,A,27.1554945
C,A,1.3599018999999999
A,B,3.0551115
C,B,1.3634463
A,C,5.0036953
B,C,26.9049534
B,A,27.1521624
C,A,1.4040195
A,B,4.1266021
C,B,1.4148826
A,C,5.909184400000001
B,C,27.4535678
B,A,26.7749195
C,A,1.3993042
A,B,3.8686232000000005
C,B,1.3450671
A,C,4.6620377
B,C,28.0746243
B,A,28.4497846
C,A,1.3481956
A,B,2.9098532
C,B,1.4091945
A,C,5.3186027000000005
B,C,27.398496
B,A,27.164121500000004
C,A,1.4216628
A,B,3.1079735
C,B,1.3985321000000002
A,C,2.9561740000000003
B,C,27.451026799999998
B,A,28.702839
C,A,1.4004576000000002
A,B,2.9509798
C,B,1.461214
A,C,5.6121221
B,C,27.1571094
B,A,26.9278668
C,A,1.3674531
A,B,2.9319089
C,B,1.3478284
A,C,5.616034
B,C,27.4031566
B,A,27.3626831
C,A,1.3985188
A,B,2.9725026
C,B,1.4022527
A,C,12.075728
B,C,27.6928965
B,A,28.3482062
C,A,1.4010981000000002
A,B,3.8200669
C,B,1.3502295
A,C,4.9624275
B,C,27.6922519
B,A,27.2770686
C,A,1.4016285
A,B,2.9935522
C,B,1.3569863000000002
A,C,9.3879775
B,C,26.9637699
B,A,27.170088
C,A,1.4064774
A,B,3.2701896
C,B,1.4002656
A,C,5.1466007
B,C,27.7981282
B,A,26.962162199999998
C,A,1.3410437
A,B,3.6753662000000005
C,B,1.4086728000000002
A,C,5.5700925
B,C,27.6329625
B,A,26.8195035
C,A,1.4306208999999999
A,B,3.6177361
C,B,1.3955853999999999
A,C,5.028406200000001
B,C,27.504990799999998
B,A,26.9659067
C,A,1.4038945
A,B,3.1522122
C,B,1.3404115
A,C,4.732339
B,C,29.783686699999997
B,A,26.8492256
C,A,1.392615
A,B,4.9951989
C,B,1.4094885
A,C,4.3879809000000005
B,C,27.7978652
B,A,26.8301477
C,A,1.4075988000000001
A,B,3.0978671
C,B,1.3482943
A,C,5.2854392
B,C,27.578037199999997
B,A,27.3053729
C,A,1.4038334
A,B,3.1821135
C,B,1.4662065
A,C,5.3064403
B,C,27.374944199999998
B,A,26.7226412
C,A,1.4194122
A,B,4.2112751
C,B,1.343978
A,C,8.9109075
B,C,27.529732399999997
B,A,26.6402713
C,A,1.396991
A,B,4.4317708
C,B,1.4120734
A,C,6.8030663
B,C,27.352789299999998
B,A,27.4709256
C,A,1.4293613
A,B,3.0643314999999998
C,B,1.3453933
A,C,7.4655427
B,C,26.8971788
B,A,27.1687854
C,A,1.3418128
A,B,3.3683237
C,B,1.4134288000000002
A,C,5.7781502
B,C,27.5578723
B,A,27.412196299999998
C,A,1.4079636
A,B,2.9330991
C,B,1.3249643
A,C,6.4056135
B,C,27.8395388
B,A,27.0973299
C,A,1.3457198000000001
A,B,2.9755539
C,B,1.4066537
A,C,5.4489448
B,C,27.3423936
B,A,27.3053675
C,A,1.4070617
A,B,3.2441607
C,B,1.3624156
A,C,5.6457697
B,C,27.4769571
B,A,26.938302399999998
C,A,1.343072
A,B,3.6079697
C,B,1.4267542
A,C,6.3639525
B,C,27.3839988
B,A,27.612808899999997
C,A,1.4233336
A,B,3.6930385
C,B,1.4033924
A,C,6.666267599999999
B,C,26.79883
B,A,26.688125
C,A,1.3498246
A,B,3.4759071
C,B,1.4149131
A,C,6.8040157
B,C,26.9513882
B,A,27.394838899999996
C,A,1.4139271
A,B,2.8174103
C,B,1.3462245000000002
A,C,4.8647528
B,C,27.375669
B,A,27.3724729
C,A,1.4007066
A,B,3.0380243
C,B,1.4126815000000001
A,C,5.6024364
B,C,28.4045309
B,A,27.4895782
C,A,1.3611775
A,B,3.407875
C,B,1.3488752
A,C,6.7491012
B,C,27.194283799999997
B,A,27.3627932
C,A,1.414344
A,B,3.1010598999999996
C,B,1.4028664
A,C,5.4029345
B,C,27.296974699999996
B,A,27.014851399999998
C,A,1.4535014
A,B,3.4743487
C,B,1.411691
A,C,10.5388981
B,C,27.3370875
B,A,26.9885158
C,A,1.3491978
A,B,3.7926535
C,B,1.4337023000000002
A,C,5.855631400000001
B,C,26.9367599
B,A,27.279882699999998
C,A,1.4040868
A,B,3.1174171000000004
C,B,1.4209801000000002
A,C,4.1581396
B,C,27.361146899999998
B,A,27.3685559
C,A,1.4645354
A,B,3.7380943999999996
C,B,1.4001774
A,C,8.606784
B,C,27.379074300000003
B,A,27.3542021
C,A,1.3473973
A,B,3.7543512999999997
C,B,1.4116928999999998
A,C,4.261939599999999
B,C,27.686176399999997
B,A,26.987568300000003
C,A,1.399232
A,B,3.8644098
C,B,1.3449562
A,C,4.1138957000000005
B,C,28.9559774
B,A,26.8335305
C,A,1.3507639
A,B,3.0093113999999996
C,B,1.4742676000000001
A,C,4.6211392
B,C,27.328242100000004
B,A,27.0953848
C,A,1.4733811
A,B,2.8972794
C,B,1.3447027
A,C,3.566857
B,C,27.4917999
B,A,27.3218145
C,A,1.3437431999999998
A,B,3.3506656
C,B,1.3499458999999998
A,C,8.2616207
B,C,27.605475
B,A,27.539175899999996
C,A,1.4075875
A,B,3.1839637
C,B,1.4239399
A,C,7.2637054
B,C,27.8379511
B,A,28.087314
C,A,1.3465424
A,B,4.1204693
C,B,1.3984428999999998
A,C,7.635872900000001
B,C,27.4153726
B,A,27.563204
C,A,1.3477245
A,B,3.0388082
C,B,1.4005773000000001
A,C,10.9006865
B,C,27.2217275
B,A,27.026961699999998
C,A,1.4623086
A,B,3.2848141
C,B,1.4058734
A,C,5.1984314000000005
B,C,27.0070576
B,A,27.5837451
C,A,1.4148377
A,B,2.7201282000000004
C,B,1.4177976
A,C,5.584389099999999
B,C,27.363933399999997
B,A,28.1296559
C,A,1.3651566000000002
A,B,3.7876162000000004
C,B,1.4761533000000002
A,C,7.7446289
B,C,27.9206877
B,A,28.5811348
C,A,1.3464736000000002
A,B,3.6876722
C,B,1.3448434
A,C,6.6889421
B,C,27.818394800000004
B,A,28.158249600000005
C,A,1.3448891
A,B,3.6590648999999997
C,B,1.4064666000000001
A,C,9.920594099999999
B,C,28.8852835
B,A,28.05038
C,A,1.3385082
A,B,3.0577617999999998
C,B,1.7681334999999998
A,C,9.550096
B,C,28.6805778
B,A,28.307894
C,A,1.4059333
A,B,3.8056991
C,B,1.419769
A,C,4.9194027
B,C,27.2702236
B,A,27.247219199999996
C,A,1.4657008
A,B,4.0766855
C,B,1.4273986
A,C,7.6317105
B,C,27.545360100000003
B,A,27.080336
C,A,1.4026965
A,B,2.8735999
C,B,1.4207333
A,C,5.9933974999999995
B,C,27.8136694
B,A,27.090126399999995
C,A,1.4252441
A,B,6.5784185
C,B,1.3463505
A,C,7.0308583
B,C,27.3187998
B,A,28.0106204
C,A,1.3322548
A,B,3.5383354
C,B,1.4042698
A,C,6.3981294
B,C,28.1312657
B,A,27.1560083
C,A,1.6481373
A,B,3.9785413
C,B,1.3479793
A,C,5.1104932000000005
B,C,27.4598429
B,A,27.3072462
C,A,1.4047791
A,B,4.324542299999999
C,B,1.3965755
A,C,5.6750425
B,C,28.037473100000003
B,A,27.6848963
C,A,1.4199003000000001
A,B,3.7527856
C,B,1.3918146999999998
A,C,7.1849201
B,C,27.4300517
B,A,28.264306199999996
C,A,1.3495473
A,B,3.9183934000000002
C,B,1.4674334
A,C,6.5949313
B,C,27.4280686
B,A,28.216305100000003
C,A,1.4126891
A,B,3.6225905
C,B,1.6906183
A,C,5.1168845
B,C,27.992679700000004
B,A,27.2409934
C,A,1.3528755
A,B,3.5019995
C,B,1.4077821
A,C,6.5868834
B,C,27.8639288
B,A,27.1602199
C,A,1.425599
A,B,4.0471241000000004
C,B,1.3477999
A,C,5.3587733
B,C,28.079573
B,A,27.1385023
C,A,1.4185164
A,B,3.6814527000000004
C,B,1.3368566000000002
A,C,5.5344207
B,C,27.3473226
B,A,27.3017363
C,A,1.4040528
A,B,3.2277145000000003
C,B,1.4038731000000002
A,C,7.655514
B,C,28.7491509
B,A,27.6571482
C,A,1.6973509
A,B,4.5683445
C,B,1.4029243999999998
A,C,6.8292709
B,C,28.2759338
B,A,28.154850099999997
C,A,1.4230009
A,B,4.7594987
C,B,1.404431
A,C,6.4086112
B,C,27.4686348
B,A,28.2317042
C,A,1.3450919
A,B,3.5384286
C,B,1.4188128
A,C,6.198739700000001
B,C,26.807355199999996
B,A,28.210474600000005
C,A,1.8251089
A,B,2.9089826000000003
C,B,1.4168227
A,C,12.876613699999998
B,C,27.8219283
B,A,28.3023294
C,A,1.3996428
A,B,5.536917099999999
C,B,1.3480696
A,C,18.699329100000003
B,C,27.3949838
B,A,27.2770283
C,A,1.4248979
A,B,4.3528075
C,B,1.4008187
A,C,12.1553052
B,C,28.737988899999998
B,A,27.4771483
C,A,1.4591168
A,B,3.4767442
C,B,1.4070076999999999
A,C,10.1385633
B,C,28.7749739
B,A,28.4892784
C,A,1.4574928999999999
A,B,2.9970072
C,B,1.4007408
A,C,6.3059866
B,C,30.1008376
B,A,27.795772999999997
C,A,1.3442277
A,B,3.0048625
C,B,1.4019907
A,C,7.2360341
B,C,27.9768715
B,A,26.796049100000005
C,A,1.4213589
A,B,3.3130474999999997
C,B,1.413027
A,C,19.8418254
B,C,27.4627704
B,A,26.854479700000002
C,A,1.3469642
A,B,3.4304878
C,B,1.3557623
A,C,16.099521900000003
B,C,27.6646639
B,A,27.6148335
C,A,1.4095795
A,B,4.034242
C,B,1.335892
A,C,9.376565699999999
B,C,28.694767699999996
B,A,27.6291223
C,A,1.4028119
A,B,4.674689900000001
C,B,1.4041337
A,C,7.920240799999999
B,C,29.1816426
B,A,27.2007525
C,A,1.3520428999999998
A,B,4.1056542
C,B,1.3975351999999999
A,C,12.1872613
B,C,28.201071999999996
B,A,27.3668071
C,A,1.4108131000000002
A,B,5.4871728
C,B,1.4219601
A,C,9.9038704
B,C,28.066204
B,A,27.866606400000002
C,A,1.3501722
A,B,3.6285615
C,B,1.4918493
A,C,7.7393813
B,C,27.855873600000002
B,A,26.878774
C,A,1.4052044
A,B,3.7467009
C,B,1.3983553
A,C,6.4144638
B,C,28.332555300000003
B,A,26.8911283
C,A,1.4616394
A,B,3.8851572999999995
C,B,1.4105241000000002
A,C,7.000029
B,C,27.955219699999997
B,A,27.2989833
C,A,1.4053701
A,B,4.6695788
C,B,1.334162
A,C,7.2107273
B,C,28.523614799999997
B,A,27.329159
C,A,1.6717362
A,B,3.2236362
C,B,1.3554189
A,C,6.5588069
B,C,29.2446758
B,A,28.412871399999997
C,A,1.3463298
A,B,5.0836672
C,B,1.4597596000000002
A,C,4.6876289
B,C,28.304344699999998
B,A,27.4162581
C,A,1.4062233999999998
A,B,3.9264461
C,B,1.4111989
A,C,7.2705432
B,C,26.8039165
B,A,26.780033799999998
C,A,1.4133525
A,B,3.8650272000000006
C,B,1.4621798000000001
A,C,6.9622312
B,C,26.959810700000002
B,A,27.8086338
C,A,1.5935096000000002
A,B,4.1865296
C,B,1.4156487
A,C,8.5380712
B,C,27.7344045
B,A,27.587626699999998
C,A,1.4023668
A,B,3.1377818
C,B,1.3463505
A,C,6.645295299999999
B,C,27.3195732
B,A,27.7562587
C,A,1.4283241000000002
A,B,3.137809
C,B,1.3461645
A,C,6.1696563
B,C,27.290912199999998
B,A,27.824122
C,A,1.3491719
A,B,3.2868006000000003
C,B,1.5548505
A,C,6.7992612
B,C,27.3501032
B,A,27.693148699999995
C,A,1.3605139
A,B,3.9658891000000005
C,B,1.3477778
A,C,10.599916499999999
B,C,27.608541100000004
B,A,27.2328748
C,A,1.4035618
A,B,3.9319015
C,B,1.4079504999999999
A,C,8.2401787
B,C,28.2585398
B,A,26.8474969
C,A,1.9187176
A,B,4.2356059
C,B,1.3631992
A,C,6.5214919
B,C,27.595049100000004
