Point1,Point2,Heuristics
B,C,3.1545236
B,A,3.0337491
C,A,0.1559787
A,B,1.7697893
C,B,0.1529116
A,C,7.988778999999999
B,C,3.1103398999999996
B,A,3.0367645
C,A,0.15282720000000002
A,B,1.8230283
C,B,0.1624658
A,C,8.0625493
B,C,3.1133423
B,A,3.0978821
C,A,0.1572692
A,B,1.7981233
C,B,0.1550446
A,C,9.0611773
B,C,3.1002991
B,A,3.0818022999999997
C,A,0.1535997
A,B,1.7700187
C,B,0.156109
A,C,6.752873700000001
B,C,3.098142
B,A,3.071938
C,A,0.156635
A,B,1.8036444999999999
C,B,0.1534865
A,C,5.3973515999999995
B,C,3.1432873
B,A,3.033354
C,A,0.15254589999999998
A,B,1.8523086
C,B,0.1554426
A,C,6.1607513
B,C,3.1516604999999998
B,A,3.1979769
C,A,0.1632469
A,B,1.7952748
C,B,0.1533784
A,C,6.1978423
B,C,3.0307732000000005
B,A,3.1702017999999996
C,A,0.1547939
A,B,1.7702713
C,B,0.16020020000000001
A,C,11.168461099999998
B,C,3.1033383999999997
B,A,3.0982132
C,A,0.1572161
A,B,1.7941900000000002
C,B,0.1561004
A,C,10.976025300000002
B,C,3.1469896
B,A,3.108029
C,A,0.1546719
A,B,1.8270240000000002
C,B,0.161414
A,C,10.458662599999998
B,C,3.1859641
B,A,3.2274008
C,A,0.1598471
A,B,1.7715025000000002
C,B,0.1526645
A,C,12.017826199999998
B,C,3.1759317000000005
B,A,3.1739299
C,A,0.1550297
A,B,1.800957
C,B,0.1559978
A,C,9.8303352
B,C,3.0808875
B,A,3.1238268
C,A,0.155838
A,B,1.7942406
C,B,0.15432420000000002
A,C,9.937973
B,C,3.1115793
B,A,3.1160551
C,A,0.15273
A,B,1.8165566999999998
C,B,0.1572126
A,C,6.2352927
B,C,3.0773246
B,A,3.0748895
C,A,0.155859
A,B,1.7700616
C,B,0.1544886
A,C,6.521156200000001
B,C,3.0717299
B,A,3.0868219
C,A,0.1545447
A,B,1.7934077000000002
C,B,0.1558539
A,C,8.5267951
B,C,3.137979
B,A,3.0992959
C,A,0.1613168
A,B,1.7718395
C,B,0.154552
A,C,4.9673761
B,C,3.1438689
B,A,3.1057835
C,A,0.1547792
A,B,1.7961974
C,B,0.1571443
A,C,6.0616327000000005
B,C,3.1338924
B,A,3.0667452
C,A,0.15924829999999998
A,B,1.7700532
C,B,0.1545191
A,C,5.9706027
B,C,3.0914877
B,A,3.1823636
C,A,0.1532856
A,B,1.7958675
C,B,0.16077760000000002
A,C,10.136629600000001
B,C,3.1239738
B,A,3.0909032
C,A,0.1556879
A,B,1.7729356
C,B,0.1526236
A,C,4.939892400000001
B,C,4.8207099
B,A,3.1988705000000004
C,A,0.15447829999999999
A,B,1.7929668
C,B,0.1568756
A,C,4.266773400000001
B,C,3.0668371
B,A,3.1069355
C,A,0.1545466
A,B,1.7704294
C,B,0.1587801
A,C,5.8927803
B,C,3.8853841
B,A,3.1304418
C,A,0.1573102
A,B,1.7933012
C,B,0.15749200000000002
A,C,6.130196099999999
B,C,3.1299864
B,A,3.1235583
C,A,0.1549789
A,B,3.8672836999999998
C,B,0.15785
A,C,7.2860354
B,C,3.0404001
B,A,3.1133001
C,A,0.1578376
A,B,1.7930810000000001
C,B,0.1545915
A,C,7.4754739
B,C,3.0987124
B,A,3.1020581000000003
C,A,0.15729379999999998
A,B,1.7713054
C,B,0.1610417
A,C,6.899507700000001
B,C,3.1047631
B,A,3.0942631
C,A,0.1571809
A,B,1.8179398
C,B,0.1546146
A,C,10.3578533
B,C,3.1181486
B,A,3.1528345
C,A,0.1550395
A,B,1.794059
C,B,0.1580799
A,C,6.1486276
B,C,3.1399369999999998
B,A,3.1353191
C,A,0.157913
A,B,1.7950439
C,B,0.15448900000000002
A,C,4.4460583
B,C,3.1014251
B,A,3.1153952
C,A,0.154606
A,B,1.8014481
C,B,0.1575674
A,C,5.477947900000001
B,C,3.0854156
B,A,3.1047596
C,A,0.1574994
A,B,1.7940397
C,B,0.1545556
A,C,4.7643128
B,C,3.0899137000000003
B,A,3.0919309
C,A,0.16569560000000003
A,B,1.8194931
C,B,0.15859949999999998
A,C,4.280588
B,C,3.1054047
B,A,3.0983341
C,A,0.1554666
A,B,1.7930343999999998
C,B,0.1564469
A,C,4.520607900000001
B,C,4.1309899
B,A,3.0929797999999997
C,A,0.1573253
A,B,1.8189168
C,B,0.15445799999999998
A,C,4.3264738
B,C,3.1107783
B,A,3.1548959
C,A,0.1547189
A,B,1.776072
C,B,0.1566555
A,C,5.1668567
B,C,3.1633801
B,A,3.1331446
C,A,0.1574624
A,B,1.7703345000000001
C,B,0.1527214
A,C,4.8259989
B,C,3.2106078
B,A,3.1062887000000003
C,A,0.1546828
A,B,1.7679595000000001
C,B,0.15514470000000002
A,C,4.127374
B,C,3.0889627999999996
B,A,3.0729873
C,A,0.1559096
A,B,1.7714034
C,B,0.15507079999999998
A,C,11.1697867
B,C,3.0752695
B,A,3.1325475
C,A,0.158631
A,B,1.8139957999999998
C,B,0.15600260000000002
A,C,14.3644023
B,C,3.1079154
B,A,3.132495
C,A,0.1579037
A,B,1.7708411
C,B,0.1582787
A,C,7.3922169
B,C,3.1169485
B,A,6.3961912000000005
C,A,0.1544974
A,B,1.8146333
C,B,0.155556
A,C,8.442757
B,C,3.1158901
B,A,3.1202313
C,A,0.1586999
A,B,1.8169509999999998
C,B,0.1543807
A,C,15.852205
B,C,3.1502452
B,A,3.0319703999999996
C,A,0.15548720000000002
A,B,1.8014084
C,B,0.1564477
A,C,5.5873261
B,C,3.1511308
B,A,3.1422635
C,A,0.15265379999999998
A,B,1.796334
C,B,0.1608263
A,C,13.990863099999999
B,C,3.2116034
B,A,3.1231132
C,A,0.16161910000000002
A,B,1.7695946
C,B,0.15465410000000002
A,C,11.1746117
B,C,3.2269867000000003
B,A,3.1219725
C,A,0.15480020000000003
A,B,1.7796918000000002
C,B,0.1556243
A,C,6.899698399999999
B,C,3.1136758999999996
B,A,3.1110277
C,A,0.1585714
A,B,1.7906166
C,B,0.1527846
A,C,4.5175407
B,C,3.1134557000000003
B,A,3.0977023
C,A,0.1550261
A,B,1.7693020000000002
C,B,0.16024639999999998
A,C,4.8697946
B,C,3.0176242
B,A,3.1753793
C,A,0.16487420000000003
A,B,1.8168973999999998
C,B,0.1534693
A,C,4.4758553
B,C,3.0651111
B,A,3.1445428
C,A,0.1545214
A,B,1.7949674
C,B,0.1637298
A,C,29.5675365
B,C,3.1030344
B,A,9.7532808
C,A,0.1685854
A,B,1.7970489
C,B,0.1528308
A,C,10.169759800000001
B,C,3.1485624
B,A,3.111886
C,A,0.15465779999999998
A,B,1.7732888
C,B,0.157248
A,C,6.5260423
B,C,3.2283869
B,A,3.0254229
C,A,0.1585036
A,B,1.7670419999999998
C,B,0.1532499
A,C,5.535442099999999
B,C,3.1101957000000002
B,A,3.037198
C,A,0.15291749999999998
A,B,1.7968619
C,B,0.1631562
A,C,4.4178047
B,C,3.1070963
B,A,3.0936947
C,A,0.1559612
A,B,1.7684422
C,B,0.15438010000000002
A,C,7.1816601
B,C,3.1065677000000003
B,A,3.0632881
C,A,0.1532318
A,B,1.8198904999999999
C,B,0.1555535
A,C,11.595707199999998
B,C,3.1111674
B,A,3.1012258
C,A,0.1616604
A,B,1.7928651999999998
C,B,0.15481129999999999
A,C,10.3291038
B,C,3.0573751000000002
B,A,11.0596384
C,A,0.1572669
A,B,1.7926903000000003
C,B,0.1553456
A,C,7.3731091
B,C,3.1731892000000004
B,A,3.0315559
C,A,0.1558067
A,B,1.7910098
C,B,0.1530775
A,C,5.170135299999999
B,C,3.0202728
B,A,3.2731427
C,A,0.155226
A,B,1.7774066
C,B,0.1558304
A,C,9.5035206
B,C,3.1934477
B,A,3.2209472
C,A,0.1572686
A,B,1.7752603
C,B,0.1555741
A,C,4.7941706
B,C,3.0260795
B,A,3.0454898
C,A,0.1528648
A,B,1.8162892
C,B,0.1571909
A,C,4.8266361
B,C,3.1436079
B,A,4.0882091
C,A,0.1572415
A,B,1.7910568
C,B,0.1548449
A,C,5.2700406
B,C,3.2175119
B,A,3.1050777999999997
C,A,0.1575943
A,B,1.7728632
C,B,0.157255
A,C,4.6728135
B,C,3.0940062999999998
B,A,3.1115256
C,A,0.157184
A,B,1.7913218
C,B,0.16143139999999997
A,C,4.8292215
B,C,3.0542123
B,A,3.0220561000000004
C,A,0.15240499999999998
A,B,1.8150985
C,B,0.1637864
A,C,5.4689121
B,C,3.1166871
B,A,3.0569819
C,A,0.1561244
A,B,1.8218465
C,B,0.1530051
A,C,4.5820896
B,C,3.090785
B,A,3.1678503
C,A,0.15247750000000002
A,B,1.7703973
C,B,0.1553372
A,C,5.3168995
B,C,3.1084994999999997
B,A,3.0201655
C,A,0.1649229
A,B,1.8160591
C,B,0.154506
A,C,4.5581403
B,C,3.0955304
B,A,3.0340422
C,A,0.1526001
A,B,2.1400472
C,B,0.1598464
A,C,4.4775091
B,C,3.154236
B,A,3.1773421
C,A,0.1614776
A,B,1.7907587
C,B,0.155264
A,C,4.2488792
B,C,3.0202236
B,A,3.1590612
C,A,0.1544223
A,B,1.7929645
C,B,0.1598422
A,C,4.0113934
B,C,3.0289838
B,A,3.0369843
C,A,0.1599896
A,B,1.7917020000000001
C,B,0.1550324
A,C,3.6681674
B,C,3.136832
B,A,3.1006799
C,A,0.1546543
A,B,1.7684804
C,B,0.1568055
A,C,4.8632934
B,C,3.0284431
B,A,3.0935505
C,A,0.1570582
A,B,1.8161651
C,B,0.15250870000000002
A,C,4.6888209000000005
B,C,3.2593473
B,A,3.1836828
C,A,0.1535247
A,B,1.7931085
C,B,0.1610409
A,C,5.3461273
B,C,3.0582189
B,A,3.0309672
C,A,0.1552795
A,B,1.7925583999999999
C,B,0.1531138
A,C,4.7624383
B,C,3.1387436
B,A,3.1628952
C,A,0.1577099
A,B,1.8144012999999999
C,B,0.1659297
A,C,6.4987954000000006
B,C,3.1585911
B,A,3.1750601
C,A,0.157572
A,B,1.7917925
C,B,0.1550454
A,C,4.868380999999999
B,C,3.0373102000000003
B,A,3.0596872999999998
C,A,0.15316110000000002
A,B,1.7677013
C,B,0.1589254
A,C,4.365359099999999
B,C,3.2002238
B,A,3.1814287
C,A,0.1572061
A,B,1.7836895000000001
C,B,0.1545044
A,C,6.0314383000000005
B,C,3.2186289
B,A,3.1401743
C,A,0.15598889999999999
A,B,1.8416989
C,B,0.1596266
A,C,4.2698268
B,C,3.1190873
B,A,3.1911132999999996
C,A,0.1613783
A,B,1.7920793
C,B,0.154691
A,C,5.5963966
B,C,3.1570237999999997
B,A,3.1254185000000003
C,A,0.1590106
A,B,1.818369
C,B,0.15886129999999998
A,C,5.7563112
B,C,3.0468297000000004
B,A,3.0683529999999997
C,A,0.1560326
A,B,1.7681514
C,B,0.1530964
A,C,5.8433519
B,C,3.0541271
B,A,3.1439942000000003
C,A,0.1550299
A,B,1.7912775
C,B,0.1571555
A,C,7.596352
B,C,3.0534047
B,A,3.2283995
C,A,0.15602149999999998
A,B,1.7717488000000001
C,B,0.153177
A,C,6.821589299999999
B,C,3.1234900000000003
B,A,3.0956941
C,A,0.15514679999999997
A,B,1.7945832
C,B,0.1574821
A,C,4.822585
B,C,3.2182129
B,A,3.1571157
C,A,0.1570362
A,B,1.7941881000000002
C,B,0.1543467
A,C,4.7489517
B,C,3.0667519
B,A,9.353279800000001
C,A,0.1532856
A,B,1.8116431
C,B,0.153277
A,C,6.9268132
B,C,3.0781911
B,A,3.0144803
C,A,0.1524743
A,B,1.7733589
C,B,0.1607492
A,C,4.7083634000000005
B,C,3.0804319
B,A,3.1288174
C,A,0.1564523
A,B,1.8055819
C,B,0.15312079999999997
A,C,4.2010566
B,C,3.0860397999999996
B,A,3.0179133
C,A,0.1528174
A,B,1.792768
C,B,0.1602586
A,C,5.1182828
B,C,3.1130051
B,A,3.1023238999999996
C,A,0.1589615
A,B,1.7921479999999999
C,B,0.1545724
A,C,4.8619459
B,C,3.0251447999999996
B,A,3.0239381
C,A,0.1531617
A,B,1.7952468999999998
C,B,0.1579388
A,C,5.6474055
B,C,3.1130664
B,A,3.106924
C,A,0.1618538
A,B,1.7697645
C,B,0.1547601
A,C,8.2762829
B,C,3.2163272999999997
B,A,3.1130287999999995
C,A,0.158976
A,B,1.8218167
C,B,0.1578731
A,C,8.0647458
B,C,3.1084723999999997
B,A,3.1087564999999997
C,A,0.1575766
A,B,1.7681380000000002
C,B,0.15410439999999997
A,C,10.8862128
B,C,3.1509021
B,A,3.096966
C,A,0.1590686
A,B,1.7916592
C,B,0.1578846
A,C,7.8915228
B,C,3.1239872
B,A,3.098867
C,A,0.1560093
A,B,1.7966654
C,B,0.15492550000000002
A,C,5.257421900000001
B,C,3.1413901
B,A,3.0987441
C,A,0.1543181
A,B,1.7925151999999998
C,B,0.1557698
A,C,4.0271921
B,C,3.0754831
B,A,3.0294889
C,A,0.16435999999999998
A,B,1.793443
C,B,0.1547126
A,C,7.7011615
B,C,3.1158132
B,A,4.4475521
C,A,0.1533943
A,B,1.7687240000000002
C,B,0.15770810000000002
A,C,5.4622148
B,C,6.650972
B,A,3.1347881
C,A,0.15653570000000003
A,B,1.8088084999999998
C,B,0.15304679999999998
A,C,5.5788624
B,C,3.0337330000000002
B,A,3.0349107999999996
C,A,0.15218310000000002
A,B,1.770319
C,B,0.1616332
A,C,4.5925707
B,C,3.0659633
B,A,3.1785454
C,A,0.1559694
A,B,1.7951041
C,B,0.1551055
A,C,4.6870098
B,C,3.2628877
B,A,3.1615357
C,A,0.15544960000000002
A,B,1.79144
C,B,0.156315
A,C,5.2989142
B,C,3.123202
B,A,3.0578452
C,A,0.15387089999999998
A,B,1.7692644
C,B,0.1572287
A,C,8.2188693
B,C,3.0844792
B,A,3.0845577
C,A,0.1555054
A,B,1.8031672
C,B,0.16096129999999997
A,C,8.6859416
B,C,3.1172821
B,A,3.0630821
C,A,0.1571216
A,B,1.8180662
C,B,0.1593306
A,C,4.9366855
B,C,3.0382767999999998
B,A,3.0142926
C,A,0.1551399
A,B,1.7675302
C,B,0.1526465
A,C,4.0607258
B,C,3.0963849
B,A,3.0900507999999998
C,A,0.1576604
A,B,1.7948673
C,B,0.160748
A,C,3.8304294999999997
B,C,3.1048251000000002
B,A,3.0225232999999996
C,A,0.15560770000000002
A,B,1.7700179
C,B,0.1598639
A,C,5.1206864
B,C,3.1136847000000003
B,A,3.1031937000000003
C,A,0.15485710000000003
A,B,1.8197933000000002
C,B,0.1572583
A,C,6.0831016
B,C,3.075739
B,A,3.0464318
C,A,0.1648734
A,B,2.4080614
C,B,0.15473570000000003
A,C,10.807531
B,C,3.0987748
B,A,3.1011087
C,A,0.1545174
A,B,1.7902133999999998
C,B,0.1558443
A,C,16.0650755
B,C,3.1305306
B,A,3.0181902000000003
C,A,0.1559337
A,B,1.7682229999999999
C,B,0.1526801
A,C,10.255465
B,C,3.109366
B,A,3.0872023
C,A,0.1575754
A,B,1.7923409
C,B,0.1569006
A,C,10.9012852
B,C,3.0368338
B,A,3.1075627
C,A,0.15744370000000002
A,B,1.7909061000000002
C,B,0.1574689
A,C,9.1262332
B,C,3.1351547
B,A,3.0905324
C,A,0.15479620000000002
A,B,1.8104997
C,B,0.15604920000000003
A,C,11.221953300000001
B,C,3.0313451
B,A,3.0658352000000004
C,A,0.1606986
A,B,1.7676613999999997
C,B,0.1528894
A,C,5.6854663
B,C,3.2294764
B,A,3.1213791
C,A,0.1554659
A,B,1.7916657
C,B,0.159314
A,C,6.542178400000001
B,C,3.1063964
B,A,3.0240878
C,A,0.1595422
A,B,1.8151962
C,B,0.1535373
A,C,5.962274400000001
B,C,4.0454504
B,A,3.100547
C,A,0.1575613
A,B,1.7683528000000002
C,B,0.1605733
A,C,6.6392028
B,C,3.8858722
B,A,3.1108097999999997
C,A,0.1601465
A,B,1.7687034
C,B,0.1527771
A,C,4.4745445
B,C,3.1034085
B,A,3.0280829
C,A,0.1527126
A,B,1.7916672
C,B,0.1598341
A,C,5.6799199
B,C,3.128222
B,A,3.0292286
C,A,0.1557802
A,B,1.7670991000000003
C,B,0.1588578
A,C,8.6510171
B,C,3.1085102000000004
B,A,3.1875745
C,A,0.1531978
A,B,1.7708584
C,B,0.1582147
A,C,5.6969182
B,C,3.0311652
B,A,3.1136324
C,A,0.1576638
A,B,1.8304471000000002
C,B,0.1530653
A,C,5.6522447
B,C,3.1540101
B,A,3.0354528999999997
C,A,0.1556933
A,B,1.7951281000000003
C,B,0.1573154
A,C,4.4985902
B,C,3.1413943
B,A,3.1092058
C,A,0.160158
A,B,1.7688592
C,B,0.1546347
A,C,4.4160075
B,C,3.1385499
B,A,3.154389
C,A,0.1591339
A,B,1.8201538000000002
C,B,0.1619023
A,C,4.2074663
B,C,3.1131265
B,A,3.0362789
C,A,0.1557187
A,B,1.7668165
C,B,0.15266849999999998
A,C,5.8526955
B,C,3.0829709
B,A,3.1150558999999998
C,A,0.1531313
A,B,1.790617
C,B,0.1639825
A,C,4.246605000000001
B,C,3.1041103999999997
B,A,3.0573069
C,A,0.1581744
A,B,1.8031254
C,B,0.1528048
A,C,4.5783665
B,C,3.2426762000000005
B,A,3.0279903
C,A,0.1525264
A,B,1.7674248
C,B,0.15641010000000002
A,C,4.2273402
B,C,3.262679
B,A,3.1172882
C,A,0.16194160000000002
A,B,1.8175313
C,B,0.1560089
A,C,4.0985242
B,C,3.0703612
B,A,3.1756493
C,A,0.1549364
A,B,1.8149898
C,B,0.1572942
A,C,4.4472504
B,C,3.1284007
B,A,3.0280165
C,A,0.15542579999999998
A,B,1.7912676
C,B,0.1526217
A,C,4.068908400000001
B,C,3.1666634
B,A,3.1830437
C,A,0.1537676
A,B,1.7912334
C,B,0.1576325
A,C,4.0010005
B,C,3.1102114
B,A,3.0271362
C,A,0.158446
A,B,1.8179577
C,B,0.1544407
A,C,4.7969943
B,C,3.1679899
B,A,3.0980395
C,A,0.1548974
A,B,1.7705186999999998
C,B,0.16406800000000002
A,C,3.7830455
B,C,3.1074881000000003
B,A,3.2468783
C,A,0.1572781
A,B,1.8160203999999998
C,B,0.15460220000000002
A,C,4.0272727
B,C,3.0608706000000003
B,A,3.0555884
C,A,0.1531825
A,B,1.791757
C,B,0.15739270000000002
A,C,4.4745071
B,C,3.0320422000000002
B,A,3.0328415
C,A,0.1555466
A,B,1.7718063000000002
C,B,0.1544512
A,C,5.404129599999999
B,C,3.1498528
B,A,3.1778576
C,A,0.1571567
A,B,1.8130783
C,B,0.1553761
A,C,4.3050464999999996
B,C,3.1119339
B,A,3.1010335
C,A,0.161824
A,B,1.7691718
C,B,0.1542186
A,C,6.7629356
B,C,3.0900298
B,A,3.1664226
C,A,0.15456040000000001
A,B,1.7681512
C,B,0.1572277
A,C,5.6644914
B,C,3.2587986
B,A,3.0587201
C,A,0.1557672
A,B,1.7789873999999999
C,B,0.15720810000000002
A,C,6.1181097
B,C,3.1134681
B,A,3.1308958
C,A,0.1575731
A,B,1.7682875
C,B,0.1554198
A,C,4.9424444
B,C,3.0998287999999996
B,A,3.141062
C,A,0.155202
A,B,1.7916455
C,B,0.15257
A,C,8.1355774
B,C,3.1088459
B,A,3.0301423
C,A,0.1546202
A,B,1.7701076
C,B,0.1630692
A,C,14.0455605
B,C,3.2364777
B,A,3.0311564
C,A,0.15585
A,B,1.7684061000000002
C,B,0.15256979999999998
A,C,6.2909324
B,C,3.0902515
B,A,3.1179732999999996
C,A,0.1535331
A,B,1.7905221000000002
C,B,0.1607417
A,C,6.0217922
B,C,3.1596411
B,A,3.2117923
C,A,0.1545281
A,B,1.824705
C,B,0.1555485
A,C,5.1468251
B,C,3.091958
B,A,3.0410572
C,A,0.15527739999999998
A,B,1.7932593
C,B,0.1553933
A,C,5.9249877
B,C,3.2576883999999997
B,A,3.0923876
C,A,0.1579281
A,B,1.7899235
C,B,0.15751089999999998
A,C,22.3464657
B,C,3.1123072
B,A,3.0239257999999998
C,A,0.15962620000000002
A,B,1.794587
C,B,0.1575206
A,C,5.8993636
B,C,3.1864533
B,A,3.1975387000000004
C,A,0.15650820000000001
A,B,1.8165386000000001
C,B,0.1577099
A,C,4.5993949
B,C,3.1886292999999997
B,A,3.1576788
C,A,0.1553784
A,B,1.8106926
C,B,0.15332079999999998
A,C,6.4623641
B,C,3.1153965
B,A,3.1086378
C,A,0.1545543
A,B,1.7907404
C,B,0.1576224
A,C,9.9284403
B,C,3.1178834
B,A,3.2269401
C,A,0.15782670000000001
A,B,1.7671268
C,B,0.15286960000000002
A,C,7.4817948
B,C,3.1542734
B,A,3.169708
C,A,0.1528142
A,B,1.7715483
C,B,0.1576081
A,C,7.5691622
B,C,3.0229587
B,A,3.0173926
C,A,0.1616038
A,B,1.7692612
C,B,0.155004
A,C,8.7709629
B,C,3.1107907000000004
B,A,3.1788458
C,A,0.1538844
A,B,1.8168511999999999
C,B,0.1629055
A,C,5.6332755
B,C,3.174829
B,A,3.0665744999999998
C,A,0.1536396
A,B,2.8821251
C,B,0.15710510000000003
A,C,6.141088
B,C,3.0351453
B,A,3.0231348999999996
C,A,0.1556557
A,B,1.7963951
C,B,0.15431389999999998
A,C,6.2267715
B,C,3.0373824
B,A,3.0346177
C,A,0.1588223
A,B,1.8168588
C,B,0.15735570000000002
A,C,10.6648555
B,C,3.1471565
B,A,3.0129644
C,A,0.1550851
A,B,1.8653727999999998
C,B,0.1573402
A,C,7.401975099999999
B,C,3.1457889
B,A,3.0963723
C,A,0.1575584
A,B,1.79177
C,B,0.1556845
A,C,5.1441299
B,C,3.1648981
B,A,3.2235531
C,A,0.15723710000000002
A,B,1.7939576000000002
C,B,0.1525896
A,C,5.587520099999999
B,C,3.0311654
B,A,3.1214967000000002
C,A,0.1524424
A,B,1.768139
C,B,0.1570442
A,C,5.2919621
B,C,3.1952143
B,A,3.0917048
C,A,0.1553908
A,B,1.7680267
C,B,0.1526889
A,C,5.8342815
B,C,3.1531955000000003
B,A,3.1712182
C,A,0.1531751
A,B,1.789939
C,B,0.161651
A,C,4.4740667
B,C,3.1244231
B,A,3.0835084
C,A,0.1556631
A,B,1.8294105
C,B,0.1547065
A,C,4.630578
B,C,3.0675703
B,A,3.0648946
C,A,0.15326900000000002
A,B,1.7684758
C,B,0.1563721
A,C,5.5854686
B,C,3.1070796
B,A,3.1965345000000003
C,A,0.1547699
A,B,1.8159826
C,B,0.157158
A,C,6.1434096
B,C,4.5062939
B,A,3.1634582
C,A,0.1557811
A,B,1.7696828
C,B,0.16052979999999997
A,C,4.1677900999999995
B,C,3.0614226
B,A,3.0507412
C,A,0.1531063
A,B,1.7687099
C,B,0.15608470000000002
A,C,4.4856482
B,C,3.0624697
B,A,3.0363519
C,A,0.155375
A,B,1.7674751
C,B,0.15680170000000002
A,C,4.5428442
B,C,3.0970252
B,A,4.527596900000001
C,A,0.15545899999999999
A,B,1.8316005000000002
C,B,0.1609592
A,C,3.9261208
B,C,3.1078597
B,A,3.2226039
C,A,0.1584007
A,B,1.785615
C,B,0.1523336
A,C,5.4142013
B,C,3.1415932
B,A,3.1426463
C,A,0.15326710000000002
A,B,1.8308252
C,B,0.1621047
A,C,4.3933294
B,C,3.1290473
B,A,3.5501747000000003
C,A,0.1997989
A,B,1.7910918999999998
C,B,0.1542661
A,C,4.3509652
B,C,3.1518618
B,A,3.0390656000000003
C,A,0.1532965
A,B,1.7923371
C,B,0.1576144
A,C,5.569017400000001
B,C,3.1671848999999996
B,A,3.1714764
C,A,0.1651348
A,B,1.773484
C,B,0.153657
A,C,7.0436556
B,C,3.1426538
B,A,3.1304576
C,A,0.153379
A,B,1.8214381
C,B,0.1598042
A,C,10.3731049
B,C,4.1455175
B,A,3.0330365
C,A,0.1557292
A,B,1.7955331
C,B,0.1548256
A,C,10.0457881
B,C,3.1920417000000003
B,A,3.0245433999999998
C,A,0.15353789999999998
A,B,1.8212466
C,B,0.1558143
A,C,7.445124400000001
B,C,3.2563241
B,A,3.1749109
C,A,0.1613144
A,B,2.9153152
C,B,0.1546599
A,C,6.7147936
B,C,3.2490011
B,A,3.0988279
C,A,0.1544769
A,B,1.8232105
C,B,0.1553055
A,C,4.5353883
B,C,3.2618428
B,A,3.1378397999999996
C,A,0.1595892
A,B,1.7693236
C,B,0.1547412
A,C,6.5139004
B,C,3.1857525
B,A,3.1077231
C,A,0.1567874
A,B,1.8020983
C,B,0.15567279999999997
A,C,5.629548000000001
B,C,3.099686
B,A,3.0520862999999996
C,A,0.1564191
A,B,1.7708913
C,B,0.1542822
A,C,6.518738
B,C,14.0597079
B,A,3.0321008
C,A,0.1527878
A,B,1.7687817
C,B,0.1636945
A,C,5.085375599999999
B,C,3.1269551
B,A,3.0989267999999996
C,A,0.15731629999999996
A,B,1.7687714
C,B,0.1546442
A,C,7.2220222000000005
B,C,3.1221947999999995
B,A,3.1292169999999997
C,A,0.1545606
A,B,1.7676091
C,B,0.1568355
A,C,10.076311500000001
B,C,3.1040486
B,A,3.0981401
C,A,0.16922220000000002
A,B,1.7913732
C,B,0.1851214
A,C,6.9647408
B,C,3.0795944
B,A,3.0212484
C,A,0.152472
A,B,1.8090568999999999
C,B,0.1571477
A,C,6.2341672
B,C,3.0948591
B,A,3.0319171000000003
C,A,0.16822910000000002
A,B,1.7914165000000002
C,B,0.15475970000000003
A,C,14.794433
B,C,3.0938749
B,A,3.0617772
C,A,0.1536265
A,B,1.8156868000000002
C,B,0.1572478
A,C,4.6653444
B,C,3.1469554
B,A,3.0268206
C,A,0.1552948
A,B,1.7732044
C,B,0.1559085
A,C,5.1802211
B,C,3.0571022
B,A,3.0991779
C,A,0.1545715
A,B,1.7975963
C,B,0.1577943
A,C,5.4197143
B,C,3.1064136
B,A,3.1425438
C,A,0.1601078
A,B,1.7705816
C,B,0.1545058
A,C,4.4641782
B,C,3.1901676
B,A,5.1937498
C,A,0.17239229999999997
A,B,1.7697786
C,B,0.15848929999999997
A,C,4.798505400000001
B,C,3.092506
B,A,3.0979226000000004
C,A,0.1571806
A,B,1.7970244
C,B,0.1547729
A,C,4.7592841
B,C,3.0202938
B,A,3.1154202
C,A,0.153054
A,B,1.7925368
C,B,0.1572075
A,C,4.2091451
B,C,3.0373144
B,A,3.0975201
C,A,0.1570154
A,B,1.8085505
C,B,0.1525209
A,C,3.7950381
B,C,3.1089653999999998
B,A,3.1132362999999996
C,A,0.1569829
A,B,1.7709833
C,B,0.15782520000000003
A,C,3.6773352
B,C,3.1867277
B,A,3.0524284
C,A,0.1560011
A,B,1.7679266
C,B,0.1547865
A,C,3.3040737
B,C,3.1064835
B,A,3.0164531
C,A,0.1552957
A,B,1.8249112
C,B,0.157522
A,C,3.9070633999999997
B,C,3.0167109
B,A,3.1884882
C,A,0.1578095
A,B,1.7673740000000002
C,B,0.1550305
A,C,3.687749
B,C,3.1173837000000004
B,A,3.0974937
C,A,0.15863229999999998
A,B,1.7710656
C,B,0.1674279
A,C,4.2405485999999994
B,C,3.1220565
B,A,3.0126174
C,A,0.1552797
A,B,1.7692846999999998
C,B,0.1545543
A,C,4.8756368
B,C,3.1502626
B,A,3.0427581000000004
C,A,0.1551708
A,B,1.7927938
C,B,0.1575525
A,C,4.1612225
B,C,3.1179659
B,A,3.0988861
C,A,0.15724129999999997
A,B,1.8165231
C,B,0.1545146
A,C,9.345827900000002
B,C,3.2214691
B,A,3.1020993999999997
C,A,0.1544789
A,B,1.7926584
C,B,0.1560635
A,C,5.779018700000001
B,C,3.0904539
B,A,3.063093
C,A,0.1554088
A,B,1.7716085
C,B,0.15469770000000002
A,C,4.8376959
B,C,3.1256812999999997
B,A,3.0255726000000003
C,A,0.1529478
A,B,1.769653
C,B,0.1570576
A,C,5.509451599999999
B,C,3.1638198
B,A,3.0539043
C,A,0.1561338
