Point1,Point2,PredictedCost
B,A,27.461714
C,A,1.5368372
A,B,4.0207088
C,B,1.7639771
A,C,7.33177
B,C,27.593666
B,A,27.45942
C,A,1.6030073
A,B,4.0358484
C,B,1.7590776
A,C,7.288689
B,C,27.580374
B,A,27.459884
C,A,1.5260844999999998
A,B,3.991782
C,B,1.6802169999999998
A,C,7.3065445
B,C,27.526277
B,A,27.476487
C,A,1.4848052999999999
A,B,4.002107
C,B,1.6946762999999998
A,C,7.329074
B,C,27.558342
B,A,27.4633
C,A,1.5312403
A,B,4.00732
C,B,1.7200269
A,C,7.323598
B,C,27.509403000000002
B,A,27.468002
C,A,1.532989
A,B,4.0192172
C,B,1.7702423
A,C,7.3274289999999995
B,C,27.547335999999998
B,A,27.46848
C,A,1.5502593999999998
A,B,4.020677500000001
C,B,1.7813563
A,C,7.338047
B,C,27.59202
B,A,27.540028000000003
C,A,1.5618727
A,B,4.0390205
C,B,1.8243685
A,C,7.342417500000001
B,C,27.584207
B,A,27.504855
C,A,1.5702017
A,B,3.885004
C,B,1.7449029
A,C,7.352618
B,C,27.737737
B,A,27.471024
C,A,1.5234165000000002
A,B,3.986013
C,B,1.7610125
A,C,7.347661
B,C,27.696288
B,A,27.465165
C,A,1.4948241
A,B,4.0365897
C,B,1.7438442
A,C,7.346806
B,C,27.60312
B,A,27.545995
C,A,1.5482633999999997
A,B,4.059925
C,B,1.7480865
A,C,7.357422
B,C,27.79215
B,A,27.498978
C,A,1.5599452
A,B,4.074692
C,B,1.7614804
A,C,7.366127499999999
B,C,27.70726
B,A,27.495997999999997
C,A,1.4916956
A,B,4.064984
C,B,1.722864
A,C,7.354473
B,C,27.678424
B,A,27.498472
C,A,1.5663333
A,B,4.0832978
C,B,1.7506659
A,C,7.379361
B,C,27.688307
B,A,27.500153000000005
C,A,1.52100995
A,B,4.0667884
C,B,1.7149769
A,C,7.366822
B,C,27.615297
B,A,27.52941
C,A,1.55460015
A,B,4.0931318
C,B,1.7538361
A,C,7.2934434
B,C,27.68228
B,A,27.553195
C,A,1.574725
A,B,4.075073000000001
C,B,1.783304
A,C,7.383855
B,C,27.759767
B,A,27.506578
C,A,1.5141584
A,B,4.1076563
C,B,1.7642453
A,C,7.313588
B,C,27.686447
B,A,27.510503
C,A,1.572679
A,B,4.107928299999999
C,B,1.7778546000000002
A,C,7.3876426
B,C,27.65574
B,A,27.500027000000003
C,A,1.5704185
A,B,4.11522
C,B,1.7537385
A,C,7.3810354
B,C,27.63455
B,A,27.50274
C,A,1.5309691
A,B,3.9409349999999996
C,B,1.7669148999999997
A,C,7.391464
B,C,27.634034
B,A,27.52106
C,A,1.4795638999999998
A,B,4.1134343
C,B,1.847323
A,C,7.399630499999999
B,C,27.618995
B,A,27.528557
C,A,1.4949486
A,B,4.1190475
C,B,1.809664
A,C,7.399741000000001
B,C,27.656364
B,A,27.54115
C,A,1.4529273
A,B,4.1276783
C,B,1.7759502
A,C,7.402862
B,C,27.735466
B,A,27.541006
C,A,1.5547521
A,B,4.1262694
C,B,1.8242740000000002
A,C,7.402173
B,C,27.719638
B,A,27.521046999999996
C,A,1.5278965
A,B,4.1202098
C,B,1.7737545
A,C,7.388228
B,C,27.633852
B,A,27.51398
C,A,1.6515896
A,B,4.124222
C,B,1.8420517
A,C,7.408251600000001
B,C,27.62249
B,A,27.540505
C,A,1.4855504
A,B,4.0809013
C,B,1.5583307
A,C,7.137798
B,C,27.673063
B,A,27.413887
C,A,1.4852934
A,B,3.9250635000000003
C,B,1.6778566
A,C,7.214366
B,C,27.582603999999996
B,A,27.38617
C,A,1.42175555
A,B,3.8977284
C,B,1.568596
A,C,7.148394000000001
B,C,27.505216
B,A,27.477621999999997
C,A,1.4402761999999998
A,B,3.857031
C,B,1.588633
A,C,7.197526
B,C,27.702594
B,A,27.393103
C,A,1.4702879
A,B,3.8197227
C,B,1.5362866
A,C,7.166142
B,C,27.528346000000003
B,A,27.467388
C,A,1.4285511999999998
A,B,3.8791012
C,B,1.6401960999999998
A,C,7.260311
B,C,27.60333
B,A,27.40276
C,A,1.4382288
A,B,3.9479464
C,B,1.6113393
A,C,7.169402000000001
B,C,27.530992
B,A,27.405074
C,A,1.4716566
A,B,3.855216
C,B,1.6223311000000002
A,C,7.199391
B,C,27.755925
B,A,27.449894
C,A,1.4284827
A,B,3.91761
C,B,1.7173879
A,C,7.246160499999999
B,C,27.57149
B,A,27.410895
C,A,1.4602378
A,B,3.927079
C,B,1.6937248
A,C,7.157671499999999
B,C,27.55732
B,A,27.411193
C,A,1.4399819
A,B,3.933496
C,B,1.5903898
A,C,7.1945906
B,C,27.615672
B,A,27.488083
C,A,1.4073499
A,B,3.9087663999999998
C,B,1.6955629
A,C,7.240711999999999
B,C,27.677453
B,A,27.407503000000002
C,A,1.5745848
A,B,3.9425302
C,B,1.586818
A,C,7.209422
B,C,27.753282
B,A,27.42132
C,A,1.52598545
A,B,3.9449080000000003
C,B,1.7256296999999998
A,C,7.267104
B,C,27.591497
B,A,27.443945
C,A,1.46842
A,B,3.9505213
C,B,1.681073
A,C,7.275104499999999
B,C,27.595425
B,A,27.420586
C,A,1.4607199
A,B,3.9559223
C,B,1.631841
A,C,7.231803
B,C,27.561837
B,A,27.416795
C,A,1.4462769
A,B,3.8608886
C,B,1.6535193
A,C,7.269974
B,C,27.621716
B,A,27.435064
C,A,1.5367083000000001
A,B,3.9660275
C,B,1.699271
A,C,7.2140604
B,C,27.655864
B,A,27.504027
C,A,1.4749616
A,B,3.9546594
C,B,1.675208
A,C,7.3717095
B,C,27.584815
B,A,27.42719
C,A,1.5269019
A,B,3.9782589999999995
C,B,1.7247088
A,C,7.2344944
B,C,27.559757
B,A,27.431977
C,A,1.4635786
A,B,3.9788276
C,B,1.6836055
A,C,7.244387
B,C,27.566126
B,A,27.429044
C,A,1.5059426
A,B,3.983977
C,B,1.6872577000000002
A,C,7.258506
B,C,27.534809999999997
B,A,27.441233
C,A,1.4785491
A,B,3.9571866
C,B,1.6926654
A,C,7.270592999999999
B,C,27.517697
B,A,27.490368
C,A,1.5234618999999998
A,B,3.874974
C,B,1.6800873
A,C,7.291936
B,C,27.49578
B,A,27.48087
C,A,1.4886618
A,B,3.9894268
C,B,1.690191
A,C,7.355205000000001
B,C,27.646
B,A,27.445659999999997
C,A,1.4867857
A,B,4.001669000000001
C,B,1.7593674
A,C,7.3341355
B,C,27.6338
B,A,27.514723
C,A,1.4628603999999998
A,B,4.0073372
C,B,1.7416887
A,C,7.3137306
B,C,27.574584
B,A,27.465729999999997
C,A,1.5642457
A,B,4.0111996
C,B,1.763966
A,C,7.3173165
B,C,27.619773
B,A,27.44268
C,A,1.5979894
A,B,4.0084846
C,B,1.6737416
A,C,7.295539
B,C,27.63154
B,A,27.455163
C,A,1.4591821000000003
A,B,4.0043198
C,B,1.7916448
A,C,7.307514
B,C,27.643058
B,A,27.491325
C,A,1.5071109
A,B,4.020673
C,B,1.757896
A,C,7.320235
B,C,27.766007000000002
B,A,27.463373999999998
C,A,1.4904723
A,B,4.039883000000001
C,B,1.6820334
A,C,7.302954
B,C,27.751502000000002
B,A,27.514267
C,A,1.5269659
A,B,4.0276616999999995
C,B,1.7609805
A,C,7.3290855
B,C,27.682227
B,A,27.454555
C,A,1.4960699
A,B,4.041492
C,B,1.7312638
A,C,7.3225915
B,C,27.732771999999997
B,A,27.474967
C,A,1.4373809
A,B,4.0116765
C,B,1.6963363
A,C,7.322369
B,C,27.6991
B,A,27.482653
C,A,1.5199177
A,B,4.096844
C,B,1.7181143
A,C,7.336607
B,C,27.664834000000003
B,A,27.464336
C,A,1.5285924
A,B,4.0487535
C,B,1.7050356
A,C,7.309770599999999
B,C,27.60021
B,A,27.458084000000003
C,A,1.4993437
A,B,4.046974700000001
C,B,1.712475
A,C,7.328521
B,C,27.720693
B,A,27.493382
C,A,1.4275141
A,B,4.0129546
C,B,1.7116368000000002
A,C,7.342677
B,C,27.805315999999998
B,A,27.482498
C,A,1.5081398
A,B,4.0514186
C,B,1.705829
A,C,7.337164
B,C,27.580953000000004
B,A,27.49073
C,A,1.4550298000000002
A,B,4.0289883
C,B,1.9087814
A,C,7.455107000000001
B,C,27.605166999999998
B,A,27.50995
C,A,1.5359193000000002
A,B,4.0747207
C,B,1.7288595000000002
A,C,7.354802
B,C,27.661037
B,A,27.502507
C,A,1.5086218999999998
A,B,4.076473
C,B,1.7276183
A,C,7.363586
B,C,27.609783
B,A,27.50246
C,A,1.5227854
A,B,4.0927455
C,B,1.6935572
A,C,7.338595
B,C,27.613646
B,A,27.494746000000003
C,A,1.541321
A,B,4.0730625
C,B,1.730562
A,C,7.441930999999999
B,C,27.591944
B,A,27.488166
C,A,1.4894024
A,B,4.045648
C,B,1.7498933
A,C,7.036539
B,C,27.50439
B,A,27.372319
C,A,1.3618119
A,B,3.8269818
C,B,1.610978
A,C,7.17328
B,C,27.529138
B,A,27.35926
C,A,1.4282681000000002
A,B,3.8323633
C,B,1.6301237
A,C,7.068694
B,C,27.538157
B,A,27.463388000000002
C,A,1.3016216
A,B,3.7961684
C,B,1.6029805
A,C,7.1488395
B,C,27.638423
B,A,27.364897999999997
C,A,1.4008507
A,B,3.8440317
C,B,1.6388305
A,C,7.075663
B,C,27.583948
B,A,27.348834000000004
C,A,1.4001086
A,B,3.7865654
C,B,1.5226528
A,C,7.063383
B,C,27.696395
B,A,27.372375
C,A,1.4130026000000002
A,B,3.856922
C,B,1.605881
A,C,7.089986
B,C,27.556384
B,A,27.362877
C,A,1.4042452
A,B,3.8645133
C,B,1.5248314
A,C,7.1302205
B,C,27.49705
B,A,27.35933
C,A,1.3992593
A,B,3.8199067
C,B,1.5668035
A,C,7.156569500000001
B,C,27.698648
B,A,27.386522
C,A,1.3871498
A,B,3.868492
C,B,1.6169428999999997
A,C,7.20321
B,C,27.552629999999997
B,A,27.368534000000004
C,A,1.4874831
A,B,3.8741186
C,B,1.5237078
A,C,7.138792
B,C,27.473944
B,A,27.370828
C,A,1.3990484
A,B,3.877691
C,B,1.5327394
A,C,7.146047
B,C,27.482983
B,A,27.37974
C,A,1.381582
A,B,3.880197
C,B,1.53744
A,C,7.149278
B,C,27.454736999999998
B,A,27.368152
C,A,1.4100336
A,B,3.883998
C,B,1.5484586
A,C,7.155983
B,C,27.4904
B,A,27.38312
C,A,1.3775073
A,B,3.891002
C,B,1.5393846000000002
A,C,7.155403
B,C,27.470267
B,A,27.373838
C,A,1.4099716999999998
A,B,3.8942993
C,B,1.643975
A,C,7.1595415
B,C,27.501603999999997
B,A,27.3857
C,A,1.4034152
A,B,3.8927335
C,B,2.0119935
A,C,7.209091
B,C,27.471434999999996
B,A,27.36993
C,A,1.4103457
A,B,3.8961597
C,B,1.5563041
A,C,7.185117999999999
B,C,27.49554
B,A,27.384453999999998
C,A,1.3795323999999998
A,B,3.8960878
C,B,1.5761726
A,C,7.1912855
B,C,27.463883000000003
B,A,27.384084
C,A,1.4139928
A,B,3.9053705
C,B,1.6001806
A,C,7.189119
B,C,27.482896999999998
B,A,27.37695
C,A,1.4080711
A,B,3.906666
C,B,1.5424214
A,C,7.1903996
B,C,27.467003
B,A,27.38574
C,A,1.4182843
A,B,3.9070167
C,B,1.606226
A,C,7.2027996
B,C,27.45145
B,A,27.375940000000003
C,A,1.4488064
A,B,3.9037675
C,B,1.6085282
A,C,7.221610000000001
B,C,27.4912
B,A,27.465588
C,A,1.3889253
A,B,3.908992
C,B,1.6598418000000001
A,C,7.227313499999999
B,C,27.459982
B,A,27.467352
C,A,1.3876095
A,B,3.909556
C,B,1.6365975
A,C,7.2335556
B,C,27.48282
B,A,27.467173
C,A,1.4213219
A,B,3.9188157999999995
C,B,1.619111
A,C,7.2362326
B,C,27.646345
B,A,27.386397
C,A,1.4347039
A,B,3.930576
C,B,1.6411372
A,C,7.208896
B,C,27.601278000000004
B,A,27.39885
C,A,1.3990186
A,B,3.915614
C,B,1.648409
A,C,7.222604
B,C,27.57568
B,A,27.454096000000003
C,A,1.412908
A,B,3.8290292
C,B,1.6476832
A,C,7.251545
B,C,27.559966
B,A,27.415657
C,A,1.413545
A,B,3.9437592000000006
C,B,1.6437918000000002
A,C,7.249656
B,C,27.549716999999998
B,A,27.407628000000003
C,A,1.4262237
A,B,3.9237417
C,B,1.6085736000000002
A,C,7.243555000000001
B,C,27.555048
B,A,27.458286
C,A,1.4595023999999999
A,B,3.9475504
C,B,1.702945
A,C,7.259954
B,C,27.56488
B,A,27.445435999999997
C,A,1.4154993
A,B,3.9555290000000003
C,B,1.6861737
A,C,7.264402
B,C,27.575122999999998
B,A,27.41478
C,A,1.5028894
A,B,3.8018845
C,B,1.6300938999999999
A,C,7.274659
B,C,27.542216
B,A,27.41517
C,A,1.4459543
A,B,3.9742623
C,B,1.6723305
A,C,7.253214999999999
B,C,27.565896999999996
B,A,27.425182
C,A,1.5099324
A,B,3.9496854
C,B,1.6396343999999998
A,C,7.264614
B,C,27.52753
B,A,27.423483
C,A,1.4016084
A,B,3.9669175
C,B,1.630979
A,C,7.267391
B,C,27.565855
B,A,27.489271999999996
C,A,1.4496639
A,B,3.9824172999999994
C,B,1.6440362000000002
A,C,7.2774224
B,C,27.591990000000003
B,A,27.465253999999998
C,A,1.4310241
A,B,3.9785866
C,B,1.7033145
A,C,7.27766
B,C,27.521378
B,A,27.46845
C,A,1.43013075
A,B,3.981919
C,B,1.7086297
A,C,7.2828755
B,C,27.522278000000004
B,A,27.458915
C,A,1.45825
A,B,3.984165
C,B,1.6825415000000001
A,C,7.281221
B,C,27.51586
B,A,27.480114
C,A,1.4429346
A,B,3.988707
C,B,1.6752534
A,C,7.286657
B,C,27.570933
B,A,27.449644
C,A,1.5030518
A,B,3.9958946
C,B,1.652243
A,C,7.299015
B,C,27.582574
B,A,27.42888
C,A,1.5012226999999998
A,B,3.9921172
C,B,1.6352944
A,C,7.220910000000001
B,C,27.558035
B,A,27.443409999999997
C,A,1.5268281
A,B,4.000768
C,B,1.6340464
A,C,7.279858
B,C,27.565720000000002
B,A,27.445978000000004
C,A,1.4538571000000002
A,B,3.9597437
C,B,1.6328394
A,C,7.324976
B,C,27.557576
B,A,27.447242
C,A,1.4274806
A,B,3.923793
C,B,1.6708880000000002
A,C,7.3005706
B,C,27.59235
B,A,27.46354
C,A,1.4988333
A,B,4.0390287
C,B,1.6704954
A,C,7.3144384
B,C,27.52025
B,A,27.490452
C,A,1.4716111
A,B,4.0161084
C,B,1.6466781000000004
A,C,7.307011
B,C,27.588009999999997
B,A,27.468288
C,A,1.5442281999999998
A,B,4.022669
C,B,1.6876847
A,C,7.3052554999999995
B,C,27.569163
B,A,27.477443
C,A,1.532048
A,B,4.020123
C,B,1.6728207
A,C,7.296906
B,C,27.57082
B,A,27.456879999999998
C,A,1.4137201000000001
A,B,4.014868700000001
C,B,1.6570449
A,C,7.28925
B,C,27.567863
B,A,27.463484
C,A,1.3968468
A,B,3.9942287000000003
C,B,1.6434766
A,C,7.0089675
B,C,27.470848
B,A,27.316225
C,A,1.21684745
A,B,3.7153624
C,B,1.4777571000000003
A,C,7.289901400000001
B,C,27.532034999999997
B,A,27.344772
C,A,1.45380795
A,B,3.7757695
C,B,1.5405007
A,C,7.124923
B,C,27.505904
B,A,27.34062
C,A,1.3671435
A,B,3.8064457
C,B,1.4535412
A,C,7.053046000000001
B,C,27.460098
B,A,27.308083
C,A,1.3627708
A,B,3.7961843999999996
C,B,1.4724642
A,C,7.0992619999999995
B,C,27.414167
B,A,27.301228000000002
C,A,1.343371
A,B,3.7384845
C,B,1.4697209
A,C,7.0951770000000005
B,C,27.465695
B,A,27.429396
C,A,1.2966408999999999
A,B,3.7626587
C,B,1.5239298
A,C,7.116117
B,C,27.439088
B,A,27.400303
C,A,1.319357
A,B,3.7823405
C,B,1.5292756
A,C,7.128437
B,C,27.551678
B,A,27.363938
C,A,1.3525948
A,B,3.7978478
C,B,1.5995688999999997
A,C,7.141599
B,C,27.496338
B,A,27.334259999999997
C,A,1.3981171
A,B,3.809725
C,B,1.54240355
A,C,7.070452
B,C,27.460757
B,A,27.336428
C,A,1.38129
A,B,3.8174547
C,B,1.5595712
A,C,7.086034
B,C,27.43713
B,A,27.34289
C,A,1.3262883
A,B,3.8207535000000004
C,B,1.5676811
A,C,7.093899
B,C,27.476728
B,A,27.34226
C,A,1.3679251
A,B,3.8205355
C,B,1.5342004999999999
A,C,7.102239999999999
B,C,27.425182
B,A,27.341157
C,A,1.3144985
A,B,3.7860133
C,B,1.5265472
A,C,7.1327679999999996
B,C,27.481407
B,A,27.412164
C,A,1.376614
A,B,3.814425
C,B,1.5477166
A,C,7.152652000000001
B,C,27.58062
B,A,27.363116
C,A,1.3893455
A,B,3.8542308
C,B,1.589109
A,C,7.167273
B,C,27.53098
B,A,27.353134999999998
C,A,1.38641745
A,B,3.837486
C,B,1.5674911
A,C,7.110035400000001
B,C,27.587896999999998
B,A,27.348498
C,A,1.3105363
A,B,3.8217730000000003
C,B,1.5480444
A,C,7.104736
B,C,27.625033000000002
B,A,27.34853
C,A,1.3449058
A,B,3.8485717
C,B,1.5909046
A,C,7.138021000000001
B,C,27.454418
B,A,27.326602
C,A,1.3692625
A,B,3.8650279999999997
C,B,1.5480473999999997
A,C,7.154414999999999
B,C,27.526557
B,A,27.412003
C,A,1.3382398000000002
A,B,3.850781
C,B,1.585447
A,C,7.221317999999999
B,C,27.59543
B,A,27.355814
C,A,1.3606459
A,B,3.8492040000000003
C,B,1.5909374
A,C,7.139885400000001
B,C,27.5612
B,A,27.364978000000004
C,A,1.3839245
A,B,3.8709413
C,B,1.6346976
A,C,7.193869
B,C,27.52233
B,A,27.364212
C,A,1.3480827
A,B,3.8635650000000004
C,B,1.661753
A,C,7.16809
B,C,27.602047
B,A,27.35232
C,A,1.3675429
A,B,3.8642436
C,B,1.6263618999999998
A,C,7.190811999999999
B,C,27.541906
B,A,27.408603000000003
C,A,1.3761513
A,B,3.883477
C,B,1.6479336
A,C,7.2008915
B,C,27.5502
B,A,27.37906
C,A,1.4839924999999998
A,B,3.883037
C,B,1.6008362
A,C,7.202114
B,C,27.54206
B,A,27.36787
C,A,1.3444148
A,B,3.886386
C,B,1.5888982
A,C,7.213271400000001
B,C,27.50368
B,A,27.367796999999996
C,A,1.3649821
A,B,3.7555315
C,B,1.6095765
A,C,7.1979690000000005
B,C,27.474773
B,A,27.365273
C,A,1.4142721999999999
A,B,3.8711645
C,B,1.564014
A,C,7.1974576
B,C,27.492079999999998
B,A,27.38627
C,A,1.3972141000000002
A,B,3.872499
C,B,1.5789144
A,C,7.2038405
B,C,27.525818
B,A,27.424324
C,A,1.39964
A,B,3.9051592
C,B,1.6091116
A,C,7.2165966
B,C,27.511764000000003
B,A,27.41593
C,A,1.4529154
A,B,3.9058775000000003
C,B,1.6080037
A,C,7.218442
B,C,27.515513
B,A,27.409938
C,A,1.37303695
A,B,3.914039
C,B,1.5802987
A,C,7.2222866
B,C,27.528107
B,A,27.390206
C,A,1.37838125
A,B,3.9169393
C,B,1.6346753
A,C,7.226008
B,C,27.50677
B,A,27.408367
C,A,1.37244165
A,B,3.91594
C,B,1.6422503
A,C,7.2213866
B,C,27.53923
B,A,27.40022
C,A,1.3854824
A,B,3.922853
C,B,1.694154
A,C,7.2218979999999995
B,C,27.538729999999997
B,A,27.420497
C,A,1.4681674999999998
A,B,3.920931
C,B,1.6127877
A,C,7.223522
B,C,27.565085999999997
B,A,27.403742
C,A,1.4043495000000001
A,B,3.9435074
C,B,1.6055182
A,C,7.240522
B,C,27.511394
B,A,27.410322
C,A,1.3646737
A,B,3.9205447
C,B,1.6289413000000001
A,C,7.222179
B,C,27.523082000000002
B,A,27.40348
C,A,1.3675883
A,B,3.9222904
C,B,1.627262
A,C,7.168652
B,C,27.592253999999997
B,A,27.425325
C,A,1.3636522
A,B,3.7927926
C,B,1.6163803999999997
A,C,7.24438
B,C,27.51729
B,A,27.428252
C,A,1.5080049999999998
A,B,3.9653637
C,B,1.6586646
A,C,7.216759
B,C,27.574098
B,A,27.43054
C,A,1.3977885
A,B,3.9618675000000003
C,B,1.6070545
A,C,7.147037
B,C,27.550054
B,A,27.40702
C,A,1.3799727
A,B,3.946179
C,B,1.5725149999999999
A,C,7.2434485
B,C,27.528048
B,A,27.413046
C,A,1.3551593000000002
A,B,3.9086554
C,B,1.6479589
A,C,7.251759
B,C,27.616537
B,A,27.432920000000003
C,A,1.2751013
A,B,3.9648972
C,B,1.6039424
A,C,7.252391
B,C,27.748346
B,A,27.417535
C,A,1.4137968
A,B,3.9608274
C,B,1.6648017
A,C,7.238278
B,C,27.625534
B,A,27.42357
C,A,1.3628662
A,B,3.9264336
C,B,1.5956149
A,C,7.261134
B,C,27.515352000000004
B,A,27.42353
C,A,1.410678
A,B,3.789974
C,B,1.6446173
A,C,7.265672
B,C,27.709448
B,A,27.414787
C,A,1.1838369
A,B,3.6665507000000006
C,B,1.4154568
A,C,7.043705
B,C,27.613828
B,A,27.311325
C,A,1.27248615
A,B,3.7172325
C,B,1.4913209
A,C,6.9604635
B,C,27.468215999999998
B,A,27.387553
C,A,1.1929601
A,B,3.6907405
C,B,1.5095517
A,C,7.0532046
B,C,27.4223
B,A,27.331144
C,A,1.2868709999999999
A,B,3.722427
C,B,1.4919542
A,C,7.091511
B,C,27.425492
B,A,27.3081
C,A,1.8746674
A,B,3.753921
C,B,1.5053645
A,C,7.013596000000001
B,C,27.4085
B,A,27.277482
C,A,1.2966916000000002
A,B,3.7458047
C,B,1.536192
A,C,7.018122999999999
B,C,27.417246
B,A,27.284765000000004
C,A,1.27436
A,B,3.7447684
C,B,1.407887
A,C,7.043367599999999
B,C,27.425882
B,A,27.2988
C,A,1.27017945
A,B,3.7753360000000002
C,B,1.4203727
A,C,7.039600599999999
B,C,27.405322
B,A,27.301395
C,A,1.2883976000000001
A,B,3.7596356
C,B,1.4596537
A,C,7.1015820000000005
B,C,27.417088
B,A,27.361107
C,A,1.2627788
A,B,3.7651148
C,B,1.5245602
A,C,7.0928454
B,C,26.942694
B,A,27.29457
C,A,1.3121158
A,B,3.7654690000000004
C,B,1.5187606000000002
A,C,7.107158999999999
B,C,27.436474
B,A,27.308214
C,A,1.2827396
A,B,3.7644476
C,B,1.5130155
A,C,7.1091679999999995
B,C,27.446628000000004
B,A,27.311605
C,A,1.294753
A,B,3.7689209999999997
C,B,1.5275516000000002
A,C,7.110044
B,C,27.442175
B,A,27.293217
C,A,1.3059378000000001
A,B,3.774886
C,B,1.4935359
A,C,7.1105056
B,C,27.45903
B,A,27.285126
C,A,1.3110109
A,B,3.792791
C,B,1.4768086
A,C,7.0860970000000005
B,C,27.504337
B,A,27.352583
C,A,1.3374254
A,B,3.7829287
C,B,1.5228204
A,C,7.118825999999999
B,C,27.501738
B,A,27.317840000000004
C,A,1.2951538
A,B,3.7838392
C,B,1.5443325
A,C,7.123069500000001
B,C,27.43227
B,A,27.32303
C,A,1.2902871
A,B,3.7878204
C,B,1.4982103999999998
A,C,7.125088000000001
B,C,27.466136
B,A,27.331036
C,A,1.3074838
A,B,3.791924
C,B,1.5482977
A,C,7.126416
B,C,27.464855
B,A,27.302602
C,A,1.2821421
A,B,3.7801467
C,B,1.5045524
A,C,7.104773
B,C,27.457446
B,A,27.365512
C,A,1.3632573
A,B,3.7985057
C,B,1.5346639
A,C,7.128389
B,C,27.513888
B,A,27.35057
C,A,1.3349652
A,B,3.710474
C,B,1.5516378
A,C,7.087003
B,C,27.47516
B,A,27.306336
C,A,1.3305694
A,B,3.805765
C,B,1.6401700000000001
A,C,7.1321845
B,C,27.456558
B,A,27.341408
C,A,1.3740391
A,B,3.8056076
C,B,1.6255371
A,C,7.113656
B,C,27.457386
B,A,27.324027
C,A,1.2606568999999999
A,B,3.8089834000000002
C,B,2.1213852
A,C,7.150482
B,C,27.632278000000003
B,A,27.362436
C,A,1.3060227
A,B,3.843749
C,B,1.5434325
A,C,7.14454
B,C,27.531058
B,A,27.335447
C,A,1.3205409
A,B,3.8260397000000004
C,B,1.5319444
A,C,7.140018
B,C,27.653888000000002
B,A,27.34037
C,A,1.3741203000000002
A,B,3.8283672
C,B,1.5451036
A,C,7.150775
B,C,27.582288000000002
B,A,27.392596
C,A,1.3152294
A,B,3.8401704
C,B,1.5696846000000002
A,C,7.156536
B,C,27.660120000000003
B,A,27.34635
C,A,1.33496225
A,B,3.827806
C,B,1.5340723
A,C,7.152669
B,C,27.480775
B,A,27.352878
C,A,1.3587892
A,B,3.7660709999999997
C,B,1.545167
A,C,7.180446400000001
B,C,27.557027
B,A,27.354586
C,A,1.3652451
A,B,3.85936
C,B,1.5487932
A,C,7.163808500000001
B,C,27.48711
B,A,27.353596999999997
C,A,1.371517
A,B,3.8514269999999997
C,B,1.5619665
A,C,7.144107000000001
B,C,27.516925
B,A,27.359515
C,A,1.2907236999999998
A,B,3.813418
C,B,1.5495338
A,C,7.221584
B,C,27.484292
B,A,27.370196999999997
C,A,1.2536995000000002
A,B,3.792146
C,B,1.5955642
A,C,7.173661999999999
B,C,27.513242
B,A,27.374858
C,A,1.2945741000000002
A,B,3.8979754
C,B,1.5567958
A,C,7.1800105
B,C,27.523464
B,A,27.340275
C,A,1.3313532
A,B,3.8667984
C,B,1.5804790000000002
A,C,7.172299000000001
B,C,27.54135
B,A,27.34058
C,A,1.3436034
A,B,3.8590044000000003
C,B,1.6006075
A,C,7.161416
B,C,27.467608000000002
B,A,27.35334
C,A,1.3202578
A,B,3.8500994
C,B,1.5486173
A,C,7.182963
B,C,27.494907
B,A,27.37211
C,A,1.3004459
A,B,3.8425647000000005
C,B,1.536186
A,C,7.187489
B,C,27.47465
B,A,27.363473
C,A,1.2996703
A,B,3.807115
C,B,1.5829645
A,C,7.206913
B,C,27.46394
B,A,27.385597999999998
C,A,1.3077579
A,B,3.843147
C,B,1.5845843
A,C,7.195651
B,C,27.498963
B,A,27.392095
C,A,1.2427062
A,B,3.821072
C,B,1.6243018
A,C,7.199149
B,C,27.55381
B,A,27.402820000000002
C,A,1.3709635
A,B,3.9232023000000003
C,B,1.5925571000000003
A,C,7.195753999999999
B,C,27.567154
B,A,27.378935
C,A,1.3505608
A,B,3.8899876000000004
C,B,1.5861906
A,C,7.1875356
B,C,27.580965
B,A,27.371007
C,A,1.2706636999999998
A,B,3.8563392999999997
C,B,1.5623957
A,C,7.208907
B,C,27.559078000000003
B,A,27.396297
C,A,1.2382165
A,B,3.8365662000000005
C,B,1.5627392
A,C,7.2077364
B,C,27.544890000000002
B,A,27.417284000000002
C,A,1.3478041
A,B,3.911562
C,B,1.5907578
A,C,7.2034955
B,C,27.590102
B,A,27.3918
C,A,1.4930315
A,B,3.914546
C,B,1.5694603
A,C,7.193355
B,C,27.58379
B,A,27.311817
C,A,1.2220360000000001
A,B,3.645625
C,B,1.4415786
A,C,7.0129886
B,C,27.44452
B,A,27.286363
C,A,1.2085378
A,B,3.6593683
C,B,1.43824
A,C,7.0196119999999995
B,C,27.415854
B,A,27.272457
C,A,1.2035981
A,B,3.6941559999999996
C,B,1.4497943
A,C,7.026541
B,C,27.39129
B,A,27.279162
C,A,1.1993653999999998
A,B,3.6742117
C,B,1.4391422
A,C,7.0284784
B,C,27.386879999999998
B,A,27.264217
C,A,1.2078278
A,B,3.6753006
C,B,1.4785983
A,C,7.03537
B,C,27.378622
B,A,27.244794
C,A,1.2554206
A,B,3.6815519999999995
C,B,1.4817655
A,C,6.962876
B,C,27.343940000000003
B,A,27.263838
C,A,1.2285344
A,B,3.689189
C,B,1.4490120000000002
A,C,6.976218
B,C,27.375996
B,A,27.261105
C,A,1.3112545
A,B,3.692277
C,B,1.50234625
A,C,6.980237
B,C,27.356786
B,A,27.236363
C,A,1.2816406999999999
